customer_id,signup_date,age,city,acquisition_channel,employment_type,monthly_income,active_lending_relationships,kyc_status,primary_product,total_transactions,total_transaction_amount,last_transaction_date,total_tickets,high_risk_tickets,days_since_last_transaction,churn,churn_probability,annual_revenue
CUST102785,2022-12-07,32.0,Hyderabad,Referral,,50211.0,1,Verified,Salary Account,22,75678.87,2024-01-31,0,0,243.0,1,1.0,10200
CUST102786,,20.0,Delhi,Google Ads,Self-Employed,47004.0,4,Pending,Savings Account,3,617.47,2025-01-29,2,0,-121.0,0,0.03,10200
CUST102787,,26.0,Delhi,Google Ads,,34114.0,1,Pending,Personal Loan,44,115110.76,2025-06-29,1,1,-272.0,0,0.0,10200
CUST102788,2022-06-06,24.0,Delhi,Referral,Self-Employed,38002.0,2,Verified,Personal Loan,5,16498.39,2024-09-24,0,0,6.0,0,0.36,10200
CUST102789,,42.0,Mumbai,In-App Promo,Self-Employed,34441.0,2,Verified,Savings Account,26,68757.02,2025-08-31,2,1,-335.0,0,0.0,10200
CUST102790,2023-09-09,44.0,Pune,Paid Social,,12000.0,1,Verified,Bnpl,3,14238.830000000002,,4,3,,1,0.97,10200
CUST102791,,36.0,Mumbai,Paid Social,Student,62988.0,3,Verified,Savings Account,13,27719.24,,1,0,,1,0.91,10200
CUST102792,,26.0,Pune,Organic,Student,32590.0,2,Verified,Savings Account,33,83660.69,2024-05-22,0,0,131.0,1,1.0,10200
CUST102793,,38.0,Hyderabad,Organic,Salaried,78271.0,0,Verified,Credit Card,11,22229.15,2025-06-27,2,2,-270.0,0,0.03,10200
CUST102794,,38.0,Hyderabad,Referral,Gig Worker,84139.0,3,Verified,Credit Card,2,6177.55,,1,0,,1,0.93,10200
CUST102795,2023-01-15,22.0,Chennai,Referral,Gig Worker,54863.0,2,Verified,Credit Card,8,17061.73,2024-10-25,1,0,-25.0,0,0.3,10200
CUST102796,,29.0,Ahmedabad,Affiliate,,54863.0,3,Pending,Personal Loan,50,132474.54,2024-03-30,0,0,184.0,1,0.99,10200
CUST102797,,23.0,Pune,Referral,Self-Employed,109840.0,5,Verified,Credit Card,30,77115.88,2024-11-29,1,0,-60.0,0,0.05,10200
CUST102798,2025-10-28,28.0,Hyderabad,Paid Social,Salaried,45956.0,0,Verified,Bnpl,13,31761.82,2024-12-23,0,0,-84.0,0,0.27,10200
CUST102799,2023-11-20,18.0,Kolkata,Referral,Gig Worker,42504.0,4,Verified,Salary Account,2,3371.79,,2,0,,1,0.97,10200
CUST102800,2025-02-18,43.0,Mumbai,Paid Social,Salaried,91630.0,1,Verified,Personal Loan,43,132993.5,2024-08-31,2,0,30.0,0,0.0,10200
CUST102801,2022-12-25,30.0,Kolkata,Google Ads,Gig Worker,33175.0,7,Verified,Personal Loan,10,31576.91,2024-10-30,1,0,-30.0,0,0.13,10200
CUST102802,,25.0,Kolkata,Paid Social,Self-Employed,46833.0,1,Verified,Personal Loan,16,39580.44,2024-12-24,1,1,-85.0,0,0.2,10200
CUST102803,,37.0,Mumbai,Google Ads,Gig Worker,54863.0,3,Verified,Fixed Deposit,41,84597.47,2024-12-30,0,0,-91.0,0,0.0,10200
CUST102804,,22.0,Mumbai,Referral,,33622.0,1,Verified,Salary Account,18,48715.72,2025-03-30,1,0,-181.0,0,0.01,10200
CUST102805,,31.0,Mumbai,Paid Social,Gig Worker,12000.0,1,Verified,Personal Loan,37,1412004.41,2025-06-26,1,0,-269.0,0,0.01,10200
CUST102806,,47.0,Kolkata,Referral,Self-Employed,58695.0,1,Verified,Salary Account,55,117955.42,2025-03-31,1,0,-182.0,0,0.02,10200
CUST102807,,25.0,Ahmedabad,Google Ads,Self-Employed,42210.0,1,Verified,Fixed Deposit,16,70059.64,2024-04-29,1,1,154.0,1,0.98,10200
CUST102808,2025-12-03,37.0,Delhi,Organic,,75256.0,2,Verified,Credit Card,6,18144.92,,1,0,,1,0.98,10200
CUST102809,,30.0,Ahmedabad,Referral,Gig Worker,18877.0,2,Incomplete,Salary Account,42,116124.99,2024-10-26,0,0,-26.0,0,0.0,10200
CUST102810,,53.0,Bengaluru,Referral,,32450.0,1,Pending,Bnpl,15,42070.92,,2,1,,1,0.87,10200
CUST102811,2024-06-11,30.0,Mumbai,Affiliate,,67976.0,0,Verified,Fixed Deposit,45,133202.93,2025-01-30,2,1,-122.0,0,0.0,10200
CUST102812,,26.0,Bengaluru,Organic,Student,64976.0,0,Incomplete,Bnpl,20,30724.49,2025-09-30,2,0,-365.0,0,0.08,10200
CUST102813,,30.0,Pune,Paid Social,Salaried,37781.0,0,Verified,Bnpl,24,50384.52,2024-03-30,4,2,184.0,1,0.97,10200
CUST102814,,41.0,Delhi,Affiliate,Salaried,53573.0,5,Verified,Bnpl,22,48366.7,2025-08-30,0,0,-334.0,0,0.01,10200
CUST102815,,19.0,Mumbai,Organic,,54863.0,2,Verified,Personal Loan,44,131255.19,2024-06-28,2,2,94.0,1,0.91,10200
CUST102816,,35.0,Kolkata,In-App Promo,Student,48296.0,4,Pending,Savings Account,5,6562.96,2025-01-26,2,1,-118.0,0,0.03,10200
CUST102817,,18.0,Hyderabad,Paid Social,Student,70740.0,0,Incomplete,Personal Loan,28,80908.79,2025-07-27,1,0,-300.0,0,0.0,10200
CUST102818,2023-07-04,18.0,Mumbai,Paid Social,Self-Employed,41271.0,1,Verified,Personal Loan,51,127027.02,2024-04-26,1,0,157.0,1,1.0,10200
CUST102819,2024-05-03,29.0,Kolkata,Referral,,58991.0,4,Verified,Personal Loan,19,47144.21,2025-02-23,1,0,-146.0,0,0.03,10200
CUST102820,2024-09-02,20.0,Mumbai,Google Ads,Gig Worker,42858.0,1,Verified,Bnpl,35,90701.97,2025-01-25,0,0,-117.0,0,0.0,10200
CUST102821,,23.0,Chennai,Paid Social,Gig Worker,42105.0,2,Verified,Salary Account,30,76310.51,2024-08-26,1,0,35.0,0,0.0,10200
CUST102822,2022-05-23,39.0,Chennai,Paid Social,,53221.0,0,Verified,Credit Card,25,63363.34,2025-09-30,0,0,-365.0,0,0.0,10200
CUST102823,,41.0,Delhi,Organic,Salaried,72167.0,3,Verified,Fixed Deposit,14,36839.18,2024-01-23,2,0,251.0,1,0.97,10200
CUST102824,,33.0,Bengaluru,Google Ads,Self-Employed,69119.0,5,Verified,Salary Account,53,437907.72,2024-11-29,0,0,-60.0,0,0.02,10200
CUST102825,,31.0,Bengaluru,Organic,Student,12000.0,0,Verified,Savings Account,48,128534.92,2025-06-29,2,2,-272.0,0,0.01,10200
CUST102826,,28.0,Kolkata,Referral,Student,43569.0,0,Verified,Credit Card,49,136989.36,2024-08-31,0,0,30.0,0,0.01,10200
CUST102827,2022-04-10,33.0,Mumbai,Affiliate,Self-Employed,74189.0,2,Verified,Fixed Deposit,51,124992.27,2024-08-29,1,0,32.0,0,0.01,10200
CUST102828,2023-05-18,20.0,Ahmedabad,Affiliate,,87230.0,4,Verified,Personal Loan,8,12559.6,,3,2,,1,0.97,10200
CUST102829,,35.0,Bengaluru,Referral,Self-Employed,12000.0,0,Verified,Bnpl,2,3627.94,,2,0,,1,0.99,10200
CUST102830,,33.0,Bengaluru,Referral,Self-Employed,17884.0,3,Verified,Credit Card,4,15760.79,2024-04-26,6,2,157.0,1,0.94,10200
CUST102831,,20.0,Mumbai,Google Ads,Self-Employed,69864.0,0,Verified,Salary Account,18,39395.53,2025-01-29,1,0,-121.0,0,0.02,10200
CUST102832,,29.0,Ahmedabad,In-App Promo,Gig Worker,89004.0,4,,Bnpl,9,23732.59,,2,1,,1,0.93,10200
CUST102833,,36.0,Mumbai,Paid Social,,12000.0,1,Verified,Personal Loan,57,121110.18,2024-07-30,0,0,62.0,0,0.03,10200
CUST102834,,30.0,Kolkata,Google Ads,Salaried,47884.0,1,Verified,Personal Loan,22,53631.65,2024-04-22,1,0,161.0,1,0.98,10200
CUST102835,2025-12-07,21.0,Ahmedabad,Google Ads,,54863.0,0,Verified,Savings Account,30,81053.45,2024-10-31,1,0,-31.0,0,0.02,10200
CUST102836,2022-11-23,19.0,Delhi,Affiliate,Salaried,66121.0,0,Verified,Fixed Deposit,45,254693.43,2024-03-26,0,0,188.0,1,0.95,10200
CUST102837,,41.0,Bengaluru,In-App Promo,Student,82903.0,3,Incomplete,Personal Loan,40,80602.47,2024-10-29,1,0,-29.0,0,0.02,10200
CUST102838,2023-10-17,38.0,Mumbai,Paid Social,Student,55221.0,5,Verified,Credit Card,52,107699.44,2024-01-30,0,0,244.0,1,1.0,10200
CUST102839,2024-03-26,35.0,Hyderabad,Google Ads,,83847.0,1,Verified,Salary Account,59,154439.8,2024-07-31,0,0,61.0,0,0.0,10200
CUST102840,,28.0,Pune,Affiliate,,20255.0,0,Incomplete,Bnpl,46,91545.21,2025-10-31,0,0,-396.0,0,0.01,10200
CUST102841,,31.0,Hyderabad,Organic,,63104.0,2,Verified,Savings Account,19,48254.62,2025-11-21,0,0,-417.0,0,0.02,10200
CUST102842,,30.0,Pune,Google Ads,Self-Employed,108978.0,0,Verified,Fixed Deposit,39,98368.9,2024-01-26,1,1,248.0,1,0.98,10200
CUST102843,,43.0,Mumbai,Paid Social,Salaried,74546.0,1,Verified,Credit Card,17,37673.1,2025-08-29,0,0,-333.0,0,0.0,10200
CUST102844,,24.0,Delhi,Google Ads,Salaried,73381.0,0,Verified,Bnpl,36,463915.0,2025-06-29,2,1,-272.0,0,0.0,10200
CUST102845,,27.0,Kolkata,Google Ads,Gig Worker,28417.0,3,Pending,Salary Account,9,28412.85,2024-04-28,1,0,155.0,1,0.89,10200
CUST102846,2022-09-13,27.0,Delhi,Paid Social,,83320.0,2,,Personal Loan,6,9562.36,,4,4,,1,0.91,10200
CUST102847,,23.0,Mumbai,Paid Social,Student,75139.0,0,Verified,Credit Card,46,95259.72,2025-04-30,0,0,-212.0,0,0.0,10200
CUST102848,,31.0,Mumbai,Affiliate,Student,63023.0,7,Verified,Credit Card,1,722.82,,2,1,,1,0.98,10200
CUST102849,,41.0,Ahmedabad,Paid Social,,29751.0,0,Verified,Personal Loan,9,27308.77,,1,0,,1,0.96,10200
CUST102850,,31.0,Pune,Referral,Gig Worker,12107.0,1,Verified,Salary Account,52,474473.77,2025-08-31,0,0,-335.0,0,0.0,10200
CUST102851,,26.0,Kolkata,Affiliate,Gig Worker,36677.0,0,Verified,Credit Card,44,108545.27,2025-05-24,3,0,-236.0,0,0.0,10200
CUST102852,2025-03-16,30.0,Pune,Affiliate,,102231.0,0,Pending,Bnpl,12,36231.87,2025-04-28,3,1,-210.0,0,0.02,10200
CUST102853,,24.0,Ahmedabad,Affiliate,Salaried,60539.0,3,Verified,Credit Card,8,29400.25,2024-09-30,2,0,0.0,0,0.11,10200
CUST102854,,33.0,Pune,Referral,Salaried,69514.0,0,Verified,Savings Account,13,23302.81,2025-05-23,0,0,-235.0,0,0.04,10200
CUST102855,,30.0,Mumbai,Referral,Student,88253.0,3,Pending,Fixed Deposit,59,334736.17,2025-06-29,2,0,-272.0,0,0.01,10200
CUST102856,2023-07-04,44.0,Mumbai,Google Ads,Self-Employed,54863.0,7,Verified,Savings Account,55,138549.9,2025-03-31,2,0,-182.0,0,0.02,10200
CUST102857,,35.0,Chennai,Google Ads,Self-Employed,22039.0,1,Verified,Salary Account,6,12013.07,,0,0,,1,0.96,10200
CUST102858,2025-07-22,33.0,Chennai,Affiliate,Student,54863.0,2,Verified,Savings Account,48,84702.35,2024-09-27,1,0,3.0,0,0.01,10200
CUST102859,,27.0,Pune,Organic,Student,56381.0,1,Verified,Personal Loan,49,332857.05000000005,2024-08-31,1,1,30.0,0,0.0,10200
CUST102860,2024-09-03,29.0,Mumbai,Organic,Student,72868.0,2,Verified,Credit Card,50,91569.82,2024-08-28,1,1,33.0,0,0.02,10200
CUST102861,,36.0,Mumbai,Referral,Self-Employed,71705.0,1,Verified,Credit Card,7,20274.54,2025-11-22,2,1,-418.0,0,0.03,10200
CUST102862,,28.0,Mumbai,Organic,,80772.0,4,Verified,Fixed Deposit,5,7680.0,2025-08-21,0,0,-325.0,0,0.09,10200
CUST102863,,24.0,Mumbai,Referral,Student,31319.0,0,Verified,Fixed Deposit,45,111471.1,2024-10-27,1,0,-27.0,0,0.0,10200
CUST102864,,27.0,Pune,Referral,Student,88621.0,0,Verified,Credit Card,40,110201.69,2024-08-29,1,1,32.0,0,0.01,10200
CUST102865,,33.0,Chennai,Referral,Student,49796.0,3,Pending,Bnpl,14,36501.81,2025-11-27,3,1,-423.0,0,0.03,10200
CUST102866,,47.0,Kolkata,Referral,Salaried,79446.0,1,Verified,Fixed Deposit,28,68952.55,2024-01-27,0,0,247.0,1,0.98,10200
CUST102867,,37.0,Ahmedabad,Google Ads,Gig Worker,50076.0,0,Verified,Credit Card,12,42276.02,2025-11-30,1,0,-426.0,0,0.03,10200
CUST102868,,18.0,Pune,Paid Social,Self-Employed,31232.0,1,Verified,Salary Account,26,46347.77,2025-03-28,1,0,-179.0,0,0.03,10200
CUST102869,2023-06-04,41.0,Bengaluru,Referral,Salaried,12000.0,0,Pending,Credit Card,11,31572.15,2025-06-24,2,1,-267.0,0,0.03,10200
CUST102870_OLD,,18.0,Pune,In-App Promo,Gig Worker,57072.0,0,Verified,Personal Loan,0,0.0,,0,0,,1,0.97,10200
CUST102871,2025-12-22,46.0,Mumbai,Referral,Self-Employed,27418.0,2,Pending,Credit Card,30,67070.45,2025-08-29,0,0,-333.0,0,0.01,10200
CUST102872,2025-12-01,28.0,Ahmedabad,In-App Promo,Gig Worker,104634.0,1,Verified,Fixed Deposit,53,149086.99,2024-11-30,1,0,-61.0,0,0.02,10200
CUST102873,,42.0,Delhi,Affiliate,Gig Worker,22130.0,1,Verified,Bnpl,35,91237.96,2025-10-30,2,1,-395.0,0,0.0,10200
CUST102874,2022-06-04,29.0,Delhi,Google Ads,Self-Employed,50418.0,2,Verified,Bnpl,50,133385.87,2025-11-30,2,0,-426.0,0,0.0,10200
CUST102875,,28.0,Delhi,Referral,Self-Employed,64264.0,5,Verified,Savings Account,17,41353.56,2024-05-25,1,0,128.0,1,0.98,10200
CUST102876,,38.0,Delhi,In-App Promo,Gig Worker,74726.0,0,Incomplete,Salary Account,53,120797.17,2025-07-26,0,0,-299.0,0,0.0,10200
CUST102877,,32.0,Mumbai,Organic,Gig Worker,15482.0,0,Verified,Savings Account,21,42115.26,2025-03-30,0,0,-181.0,0,0.0,10200
CUST102878,2023-10-03,22.0,Delhi,Organic,Self-Employed,25564.0,0,Verified,Savings Account,43,91930.52,2024-03-31,1,1,183.0,1,1.0,10200
CUST102879,,35.0,Kolkata,In-App Promo,,39330.0,0,Verified,Fixed Deposit,14,24477.49,2025-06-22,0,0,-265.0,0,0.0,10200
CUST102880,2022-03-28,31.0,Pune,Affiliate,Self-Employed,47796.0,6,Verified,Bnpl,26,66709.87,2025-10-31,0,0,-396.0,0,0.0,10200
CUST102881,2024-11-17,24.0,Hyderabad,Affiliate,Salaried,46379.0,2,Pending,Credit Card,37,87101.7,2025-10-31,3,1,-396.0,0,0.03,10200
CUST102882,,31.0,Bengaluru,Referral,Gig Worker,58765.0,2,Verified,Bnpl,57,1505442.09,2024-08-30,0,0,31.0,0,0.02,10200
CUST102883,,34.0,Mumbai,In-App Promo,,12000.0,0,Pending,Bnpl,56,152185.79,2025-09-30,1,0,-365.0,0,0.01,10200
CUST102884,2022-12-27,30.0,Delhi,Referral,Gig Worker,78141.0,6,Verified,Credit Card,2,2274.62,,1,0,,1,0.96,10200
CUST102885,,45.0,Mumbai,Paid Social,Salaried,64981.0,3,Verified,Fixed Deposit,41,109549.59,2024-03-30,0,0,184.0,1,0.97,10200
CUST102886,2023-04-03,26.0,Pune,Paid Social,Student,35127.0,1,Verified,Bnpl,13,41655.69,2024-12-29,3,2,-90.0,0,0.33,10200
CUST102887,,37.0,Hyderabad,Referral,,44861.0,1,Verified,Bnpl,15,32789.32,2024-06-24,2,1,98.0,1,0.96,10200
CUST102888,,33.0,Bengaluru,In-App Promo,,88355.0,3,Verified,Personal Loan,39,116198.55,2025-03-30,1,1,-181.0,0,0.0,10200
CUST102889,,38.0,Hyderabad,Referral,,42704.0,0,Verified,Bnpl,26,57269.86,,0,0,,1,0.88,10200
CUST102890,,19.0,Bengaluru,Referral,Student,60878.0,1,Verified,Personal Loan,3,4704.71,,1,0,,1,0.97,10200
CUST102891,2022-02-03,21.0,Ahmedabad,Paid Social,Salaried,32729.0,6,Incomplete,Salary Account,2,6291.74,,2,0,,1,0.98,10200
CUST102892,,34.0,Hyderabad,In-App Promo,Student,41975.0,7,Verified,Credit Card,4,7260.89,2025-03-26,6,4,-177.0,0,0.15,10200
CUST102893,,36.0,Mumbai,Referral,Self-Employed,51315.0,0,Verified,Savings Account,48,129281.5,2024-11-30,0,0,-61.0,0,0.01,10200
CUST102894,,31.0,Bengaluru,In-App Promo,,120916.0,4,Verified,Savings Account,7,14223.44,2025-10-27,0,0,-392.0,0,0.01,10200
CUST102895,2025-04-23,32.0,Bengaluru,In-App Promo,Student,40743.0,2,Verified,Personal Loan,36,87562.42,2024-07-21,2,1,71.0,0,0.02,10200
CUST102896,,34.0,Kolkata,Organic,Gig Worker,59162.0,3,Verified,Credit Card,1,857.63,,4,3,,1,0.99,10200
CUST102897,2025-10-06,30.0,Mumbai,Organic,Self-Employed,40392.0,1,Pending,Salary Account,35,298438.53,2024-10-31,2,0,-31.0,0,0.01,10200
CUST102898,,27.0,Bengaluru,Paid Social,Self-Employed,12000.0,1,Verified,Salary Account,28,64022.66,2024-12-27,2,1,-88.0,0,0.05,10200
CUST102899,,33.0,Chennai,Paid Social,,53740.0,0,Verified,Personal Loan,34,50775.02,2025-06-28,0,0,-271.0,0,0.02,10200
CUST102900,,30.0,Pune,Paid Social,Self-Employed,75469.0,2,Verified,Salary Account,46,230833.66,2024-10-28,1,1,-28.0,0,0.03,10200
CUST102901,,27.0,Mumbai,Referral,Salaried,81569.0,1,Verified,Salary Account,40,90764.72,2025-07-25,2,1,-298.0,0,0.0,10200
CUST102902,2024-11-28,18.0,Chennai,Paid Social,Salaried,23275.0,5,Verified,Personal Loan,22,54189.69,2025-11-30,1,0,-426.0,0,0.01,10200
CUST102903,2025-01-15,29.0,Ahmedabad,Google Ads,Salaried,31571.0,0,Verified,Fixed Deposit,22,36284.35,2025-11-28,1,1,-424.0,0,0.01,10200
CUST102904,,22.0,Chennai,Google Ads,,63474.0,1,Verified,Bnpl,8,17135.78,2024-03-27,7,6,187.0,1,0.92,10200
CUST102905,,29.0,Delhi,Paid Social,Self-Employed,105621.0,6,Verified,Personal Loan,16,27693.8,2025-06-24,2,1,-267.0,0,0.02,10200
CUST102906,,28.0,Bengaluru,Google Ads,,77131.0,0,Verified,Salary Account,3,4209.610000000001,2025-03-28,1,0,-179.0,0,0.06,10200
CUST102907,2022-08-14,29.0,Mumbai,Paid Social,Student,59363.0,7,Verified,Savings Account,30,77993.63,2025-01-31,1,0,-123.0,0,0.03,10200
CUST102908,,30.0,Mumbai,Referral,,31337.0,4,Pending,Bnpl,57,367557.25,2024-10-31,1,0,-31.0,0,0.02,10200
CUST102909,2022-09-12,33.0,Bengaluru,Referral,Gig Worker,50479.0,1,Incomplete,Bnpl,49,111841.07,2025-10-25,0,0,-390.0,0,0.0,10200
CUST102910,,33.0,Pune,Google Ads,Student,100814.0,1,Pending,Bnpl,25,82013.09,2025-08-26,1,0,-330.0,0,0.02,10200
CUST102911,2023-07-30,36.0,Bengaluru,Organic,Salaried,30517.0,0,,Savings Account,13,39643.35,2024-06-28,2,1,94.0,1,0.95,10200
CUST102912,,18.0,Mumbai,Paid Social,,63657.0,5,Verified,Personal Loan,54,132950.06,2024-11-30,0,0,-61.0,0,0.01,10200
CUST102913,,30.0,Chennai,Paid Social,,17950.0,0,Verified,Bnpl,6,11443.01,,2,1,,1,0.97,10200
CUST102914,2023-03-12,39.0,Hyderabad,Referral,Gig Worker,54370.0,2,Verified,Bnpl,57,170875.69,2025-04-29,3,0,-211.0,0,0.02,10200
CUST102915,,24.0,Delhi,Affiliate,Gig Worker,59022.0,2,Verified,Salary Account,40,169054.3,2025-07-31,2,1,-304.0,0,0.03,10200
CUST102916,,34.0,Mumbai,Affiliate,Gig Worker,41392.0,0,Verified,Salary Account,41,83082.94,2024-05-27,1,0,126.0,1,1.0,10200
CUST102917,,18.0,Mumbai,Paid Social,,29875.0,4,Incomplete,Savings Account,39,76253.48,2025-08-30,0,0,-334.0,0,0.0,10200
CUST102918,2024-02-29,32.0,Mumbai,Affiliate,Self-Employed,29100.0,0,Pending,Savings Account,32,93792.47,2024-08-27,1,1,34.0,0,0.02,10200
CUST102919,,35.0,Delhi,Paid Social,Self-Employed,62015.0,1,Incomplete,Personal Loan,16,35567.72,,1,1,,1,0.92,10200
CUST102920,,37.0,Mumbai,Paid Social,,54449.0,1,Verified,Savings Account,9,22798.9,,1,1,,1,0.98,10200
CUST102921,,52.0,Bengaluru,Referral,Salaried,44390.0,2,Verified,Credit Card,10,22681.22,2024-12-23,3,1,-84.0,0,0.15,10200
CUST102922,2024-04-10,24.0,Ahmedabad,Affiliate,Student,52160.0,3,Verified,Salary Account,12,32561.04,2024-08-31,1,1,30.0,0,0.13,10200
CUST102923,,24.0,Chennai,Paid Social,Salaried,48778.0,2,Verified,Salary Account,37,74879.25,2024-02-27,1,1,216.0,1,0.99,10200
CUST102924,2024-06-24,27.0,Pune,Organic,Salaried,83029.0,2,Verified,Savings Account,56,425898.24,2025-07-26,0,0,-299.0,0,0.0,10200
CUST102925,,18.0,Mumbai,Referral,Student,86975.0,4,Verified,Savings Account,52,110200.58,2024-03-30,1,0,184.0,1,0.98,10200
CUST102926,,18.0,Kolkata,In-App Promo,Gig Worker,62429.0,7,Verified,Salary Account,4,14281.93,2024-08-29,2,2,32.0,0,0.14,10200
CUST102927,,20.0,Delhi,In-App Promo,Self-Employed,54329.0,1,Verified,Fixed Deposit,14,22503.11,,1,0,,1,0.99,10200
CUST102928,,35.0,Mumbai,Organic,Salaried,70805.0,3,Verified,Salary Account,7,19617.59,2025-01-26,3,2,-118.0,0,0.03,10200
CUST102929,2023-04-28,22.0,Pune,Referral,Salaried,76428.0,4,Incomplete,Credit Card,42,127134.62,2024-08-31,1,1,30.0,0,0.04,10200
CUST102930,,30.0,Hyderabad,Affiliate,Self-Employed,57278.0,0,Verified,Salary Account,2,6829.98,2025-01-29,3,0,-121.0,0,0.05,10200
CUST102931,,47.0,Mumbai,In-App Promo,Self-Employed,69932.0,1,Pending,Credit Card,41,94915.55,2024-07-28,2,1,64.0,0,0.05,10200
CUST102932,,48.0,Bengaluru,Paid Social,Salaried,56991.0,1,,Salary Account,52,128357.45,2024-12-30,1,0,-91.0,0,0.0,10200
CUST102933,,20.0,Mumbai,Paid Social,Gig Worker,54191.0,0,Verified,Credit Card,7,17903.760000000002,2024-10-28,1,1,-28.0,0,0.14,10200
CUST102934,,27.0,Pune,Paid Social,Salaried,43833.0,6,Verified,Bnpl,11,22991.74,2025-06-21,1,0,-264.0,0,0.0,10200
CUST102935,2024-07-06,27.0,Hyderabad,Affiliate,Student,37217.0,2,Verified,Bnpl,33,72806.4,2025-08-31,2,0,-335.0,0,0.0,10200
CUST102936,,22.0,Delhi,In-App Promo,Gig Worker,63578.0,3,Verified,Salary Account,1,4481.75,,4,2,,1,0.99,10200
CUST102937,,25.0,Hyderabad,Referral,,73545.0,0,,Fixed Deposit,11,22267.69,2025-01-27,0,0,-119.0,0,0.01,10200
CUST102938,2025-09-28,26.0,Mumbai,Referral,Salaried,60996.0,1,Verified,Savings Account,55,125729.66,2024-09-30,0,0,0.0,0,0.01,10200
CUST102939,2023-06-01,20.0,Mumbai,Referral,Gig Worker,61265.0,1,Verified,Personal Loan,27,46605.94,2024-09-26,3,1,4.0,0,0.03,10200
CUST102940,,18.0,Mumbai,Organic,Salaried,79173.0,3,Verified,Salary Account,45,101289.84,2025-04-30,1,0,-212.0,0,0.02,10200
CUST102941,2022-05-31,27.0,Mumbai,Referral,,77873.0,3,Pending,Salary Account,26,392138.76,2025-09-29,1,1,-364.0,0,0.0,10200
CUST102942,,27.0,Chennai,Paid Social,Gig Worker,109643.0,4,Incomplete,Credit Card,3,12821.53,,2,0,,1,0.93,10200
CUST102943,,19.0,Mumbai,Google Ads,Salaried,32687.0,1,Verified,Salary Account,56,228434.23,2024-06-29,1,0,93.0,1,0.98,10200
CUST102944,,18.0,Bengaluru,Referral,Salaried,40525.0,2,Verified,Fixed Deposit,1,50.0,,2,2,,1,0.96,10200
CUST102945,,35.0,Hyderabad,Organic,Student,65764.0,6,Verified,Salary Account,8,18928.04,,2,1,,1,0.87,10200
CUST102946,,38.0,Hyderabad,Paid Social,Gig Worker,30323.0,1,Verified,Salary Account,34,68056.1,2024-11-23,3,2,-54.0,0,0.01,10200
CUST102947,,28.0,Pune,Paid Social,,105256.0,7,Verified,Salary Account,10,73623.62,,0,0,,1,0.89,10200
CUST102948,,29.0,Chennai,Referral,Salaried,88464.0,0,Verified,Bnpl,22,118408.73,2024-09-30,1,0,0.0,0,0.02,10200
CUST102949,,29.0,Delhi,Google Ads,Self-Employed,53984.0,1,Incomplete,Personal Loan,46,130738.02,2025-01-26,0,0,-118.0,0,0.0,10200
CUST102950,,58.0,Pune,Referral,,71912.0,6,Verified,Savings Account,1,622.78,2024-03-23,1,1,191.0,1,0.91,10200
CUST102951,,22.0,Mumbai,Organic,Gig Worker,12000.0,1,Verified,Personal Loan,18,42968.44,,0,0,,1,0.84,10200
CUST102952,,31.0,Pune,In-App Promo,Student,90683.0,2,Verified,Fixed Deposit,53,143668.46,2025-05-29,0,0,-241.0,0,0.0,10200
CUST102953,,33.0,Kolkata,Paid Social,Salaried,54863.0,0,Verified,Salary Account,58,138365.07,2025-08-28,1,0,-332.0,0,0.0,10200
CUST102954,,26.0,Mumbai,Paid Social,Salaried,97959.0,0,Verified,Credit Card,20,60416.48,2025-03-29,1,0,-180.0,0,0.0,10200
CUST102955,,30.0,Mumbai,Affiliate,,38804.0,1,Pending,Personal Loan,18,39055.52,2024-01-29,0,0,245.0,1,0.97,10200
CUST102956,,37.0,Kolkata,Paid Social,Self-Employed,28306.0,3,Verified,Bnpl,2,7723.53,,1,0,,1,0.99,10200
CUST102957,,32.0,Bengaluru,Google Ads,Gig Worker,69677.0,1,Verified,Savings Account,22,48110.05,2025-10-31,0,0,-396.0,0,0.04,10200
CUST102958,,26.0,Pune,Referral,,45285.0,2,Verified,Fixed Deposit,11,38231.91,2025-10-29,4,3,-394.0,0,0.01,10200
CUST102959,2022-03-04,31.0,Ahmedabad,In-App Promo,Student,23436.0,2,Verified,Salary Account,25,45509.56,2024-01-30,0,0,244.0,1,0.98,10200
CUST102960,,24.0,Pune,Referral,Salaried,83390.0,3,Verified,Salary Account,3,7882.92,,0,0,,1,0.98,10200
CUST102961,,18.0,Ahmedabad,Google Ads,Gig Worker,12000.0,1,Verified,Savings Account,52,298607.1,2024-04-30,1,1,153.0,1,0.97,10200
CUST102962,,22.0,Mumbai,Organic,Self-Employed,78609.0,0,Verified,Credit Card,35,97624.15,2024-06-30,2,1,92.0,1,0.93,10200
CUST102963,,18.0,Mumbai,Google Ads,Gig Worker,70497.0,1,Verified,Credit Card,12,24998.49,2024-12-31,0,0,-92.0,0,0.05,10200
CUST102964,,30.0,Mumbai,Affiliate,Salaried,110267.0,2,Verified,Fixed Deposit,59,184389.77,2025-08-31,0,0,-335.0,0,0.02,10200
CUST102965,2025-12-23,30.0,Mumbai,Paid Social,,62680.0,2,Verified,Fixed Deposit,3,12193.12,,0,0,,1,1.0,10200
CUST102966,,46.0,Mumbai,Paid Social,,64431.0,4,Verified,Personal Loan,35,86824.4,2025-03-26,2,1,-177.0,0,0.01,10200
