customer_id_clean,will_churn,churn_probability_latent
CUST102204,1,0.2
CUST102205,0,0.12
CUST102206,0,0.12
CUST102207,0,0.2
CUST102208,0,0.2
CUST102209,0,0.2
CUST102210,1,0.35000000000000003
CUST102211,0,0.45
CUST102212,1,0.7499999999999999
CUST102213,0,0.22
CUST102214,0,0.35000000000000003
CUST102215,0,0.35000000000000003
CUST102216,0,0.2
CUST102217,0,0.2
CUST102218,0,0.47000000000000003
CUST102219,0,0.22
CUST102220,1,0.42
CUST102221,0,0.2
CUST102222,0,0.2
CUST102223,0,0.42
CUST102224,0,0.2
CUST102225,1,0.2
CUST102226,0,0.27
CUST102227,0,0.32
CUST102228,1,0.3
CUST102229,0,0.12
CUST102230,0,0.2
CUST102231,0,0.2
CUST102232,0,0.3
CUST102233,0,0.32
CUST102234,0,0.12
CUST102235,1,0.45
CUST102236,0,0.27
CUST102237,0,0.2
CUST102238,0,0.22
CUST102239,0,0.2
CUST102240,0,0.32
CUST102241,0,0.37
CUST102242,0,0.2
CUST102243,1,0.35000000000000003
CUST102244,0,0.32
CUST102245,0,0.2
CUST102246,0,0.5
CUST102247,0,0.35000000000000003
CUST102248,1,0.35000000000000003
CUST102249,0,0.3
CUST102250,1,0.35000000000000003
CUST102251,0,0.12
CUST102252,0,0.6499999999999999
CUST102253,0,0.32
CUST102254,1,0.6699999999999999
CUST102255,0,0.12
CUST102256,0,0.2
CUST102257,0,0.32
CUST102258,0,0.32
CUST102259,1,0.35000000000000003
CUST102260,0,0.2
CUST102261,0,0.2
CUST102262,0,0.3
CUST102263,1,0.22
CUST102264,0,0.35000000000000003
CUST102265,0,0.12
CUST102266,1,0.37
CUST102267,0,0.32
CUST102268,1,0.32
CUST102269,1,0.2
CUST102270,1,0.2
CUST102271,0,0.12
CUST102272,0,0.24
CUST102273,0,0.32
CUST102274,0,0.6
CUST102275,0,0.12
CUST102276,1,0.6
CUST102277,1,0.45
CUST102278,0,0.3
CUST102279,0,0.3
CUST102280,0,0.2
CUST102281,1,0.12
CUST102282,1,0.47000000000000003
CUST102283,1,0.2
CUST102284,0,0.2
CUST102285,0,0.12
CUST102286,1,0.6
CUST102287,0,0.57
CUST102288,0,0.2
CUST102289,0,0.2
CUST102290,0,0.39
CUST102291,0,0.2
CUST102292,0,0.22
CUST102293,0,0.2
CUST102294,1,0.3
CUST102295,0,0.2
CUST102296,0,0.3
CUST102297,1,0.45
CUST102298,0,0.12
CUST102299,0,0.42
CUST102300,0,0.22
CUST102301,0,0.12
CUST102302,1,0.2
CUST102303,0,0.33999999999999997
CUST102304,0,0.2
CUST102305,0,0.32
CUST102306,0,0.2
CUST102307,0,0.35000000000000003
CUST102308,1,0.24
CUST102309,0,0.12
CUST102310,1,0.3
CUST102311,0,0.7499999999999999
CUST102312,1,0.47000000000000003
CUST102313,1,0.35000000000000003
CUST102314,0,0.22
CUST102315,0,0.2
CUST102316,0,0.5
CUST102317,1,0.12
CUST102318,0,0.35000000000000003
CUST102319,0,0.2
CUST102320,0,0.12
CUST102321,0,0.12
CUST102322,1,0.12
CUST102323,0,0.2
CUST102324,0,0.24
CUST102325,1,0.12
CUST102326,0,0.12
CUST102327,1,0.27
CUST102328,0,0.12
CUST102329,0,0.2
CUST102330,1,0.12
CUST102331,0,0.47000000000000003
CUST102332,0,0.2
CUST102333,0,0.12
CUST102334,1,0.2
CUST102335,0,0.22
CUST102336,0,0.12
CUST102337,0,0.24
CUST102338,0,0.2
CUST102339,0,0.3
CUST102340,0,0.2
CUST102341,0,0.42
CUST102342,0,0.2
CUST102343,1,0.2
CUST102344,0,0.2
CUST102345,0,0.3
CUST102346,1,0.47000000000000003
CUST102347,1,0.35000000000000003
CUST102348,0,0.2
CUST102349,0,0.24
CUST102350,0,0.24
CUST102351,1,0.2
CUST102352,1,0.5
CUST102353,0,0.32
CUST102354,0,0.2
CUST102355,0,0.42
CUST102356,0,0.42
CUST102357,0,0.2
CUST102358,0,0.22
CUST102359,0,0.3
CUST102360,0,0.2
CUST102361,0,0.32
CUST102362,0,0.2
CUST102363,1,0.42
CUST102364,0,0.2
CUST102365,0,0.12
CUST102366,1,0.3
CUST102367,0,0.12
CUST102368,1,0.12
CUST102369,0,0.3
CUST102370,0,0.32
CUST102371,1,0.6499999999999999
CUST102372,0,0.2
CUST102373,1,0.45
CUST102374,0,0.27
CUST102375,0,0.3
CUST102376,1,0.47000000000000003
CUST102377,0,0.2
CUST102378,1,0.27
CUST102379,0,0.27
CUST102380,1,0.35000000000000003
CUST102381,0,0.27
CUST102382,0,0.22
CUST102383,0,0.32
CUST102384,0,0.2
CUST102385,0,0.3
CUST102386,0,0.5
CUST102387,0,0.47000000000000003
CUST102388,0,0.6
CUST102389,0,0.2
CUST102390,0,0.27
CUST102391,0,0.27
CUST102392,1,0.22
CUST102393,0,0.5
CUST102394,0,0.12
CUST102395,0,0.27
CUST102396,0,0.3
CUST102397,1,0.22
CUST102398,1,0.27
CUST102399,1,0.2
CUST102400,1,0.35000000000000003
CUST102401,0,0.2
CUST102402,0,0.12
CUST102403,1,0.2
CUST102404,0,0.27
CUST102405,0,0.27
CUST102406,1,0.12
CUST102407,0,0.32
CUST102408,0,0.35000000000000003
CUST102409,0,0.2
CUST102410,0,0.33999999999999997
CUST102411,0,0.2
CUST102412,0,0.35000000000000003
CUST102413,0,0.35000000000000003
CUST102414,0,0.2
CUST102415,0,0.47000000000000003
CUST102416,0,0.32
CUST102417,0,0.2
CUST102418,1,0.35000000000000003
CUST102419,0,0.2
CUST102420,0,0.2
CUST102421,1,0.57
CUST102422,0,0.12
CUST102423,0,0.33999999999999997
CUST102424,0,0.24
CUST102425,0,0.32
CUST102426,0,0.12
CUST102427,0,0.2
CUST102428,0,0.32
CUST102429,0,0.2
CUST102430,0,0.12
CUST102431,0,0.24
CUST102432,0,0.2
CUST102433,0,0.32
CUST102434,0,0.2
CUST102435,0,0.32
CUST102436,0,0.12
CUST102437,0,0.3
CUST102438,0,0.37
CUST102439,0,0.22
CUST102440,0,0.3
CUST102441,0,0.2
CUST102442,0,0.45
CUST102443,0,0.57
CUST102444,0,0.35000000000000003
CUST102445,0,0.12
CUST102446,0,0.37
CUST102447,0,0.2
CUST102448,0,0.2
CUST102449,1,0.22
CUST102450,1,0.2
CUST102451,1,0.2
CUST102452,1,0.2
CUST102453,0,0.22
CUST102454,0,0.42
CUST102455,0,0.12
CUST102456,0,0.12
CUST102457,0,0.2
CUST102458,0,0.47000000000000003
CUST102459,1,0.3
CUST102460,0,0.39
CUST102461,0,0.24
CUST102462,0,0.33999999999999997
CUST102463,0,0.2
CUST102464,0,0.35000000000000003
CUST102465,1,0.2
CUST102466,0,0.2
CUST102467,0,0.35000000000000003
CUST102468,0,0.2
CUST102469,0,0.2
CUST102470,0,0.45
CUST102471,0,0.2
CUST102472,0,0.2
CUST102473,0,0.24
CUST102474,0,0.39
CUST102475,0,0.2
CUST102476,1,0.22
CUST102477,0,0.22
CUST102478,0,0.12
CUST102479,0,0.12
CUST102480,0,0.2
CUST102481,0,0.2
CUST102482,1,0.3
CUST102483,0,0.12
CUST102484,0,0.42
CUST102485,1,0.42
CUST102486,0,0.2
CUST102487,0,0.27
CUST102488,0,0.12
CUST102489,0,0.3
CUST102490,0,0.12
CUST102491,0,0.45
CUST102492,1,0.2
CUST102493,0,0.2
CUST102494,1,0.5
CUST102495,0,0.32
CUST102496,1,0.2
CUST102497,0,0.3
CUST102498,1,0.6499999999999999
CUST102499,0,0.35000000000000003
CUST102500,1,0.2
CUST102501,1,0.3
CUST102502,1,0.47000000000000003
CUST102503,0,0.12
CUST102504,1,0.42
CUST102505,0,0.2
CUST102506,1,0.22
CUST102507,0,0.3
CUST102508,0,0.24
CUST102509,0,0.2
CUST102510,0,0.2
CUST102511,0,0.22
CUST102512,0,0.35000000000000003
CUST102513,0,0.32
CUST102514,0,0.27
CUST102515,0,0.2
CUST102516,0,0.24
CUST102517,1,0.3
CUST102518,0,0.2
CUST102519,0,0.22
CUST102520,0,0.12
CUST102521,1,0.3
CUST102522,0,0.35000000000000003
CUST102523,1,0.3
CUST102524,0,0.12
CUST102525,1,0.47000000000000003
CUST102526,0,0.27
CUST102527,0,0.42
CUST102528,1,0.47000000000000003
CUST102529,0,0.57
CUST102530,0,0.3
CUST102531,0,0.47000000000000003
CUST102532,0,0.27
CUST102533,0,0.2
CUST102534,0,0.2
CUST102535,0,0.2
CUST102536,0,0.2
CUST102537,1,0.12
CUST102538,0,0.3
CUST102539,0,0.2
CUST102540,0,0.2
CUST102541,0,0.5
CUST102542,1,0.27
CUST102543,1,0.2
CUST102544,1,0.2
CUST102545,0,0.2
CUST102546,0,0.12
CUST102547,0,0.35000000000000003
CUST102548,1,0.12
CUST102549,0,0.24
CUST102550,1,0.12
CUST102551,0,0.12
CUST102552,1,0.12
CUST102553,0,0.12
CUST102554,0,0.2
CUST102555,1,0.3
CUST102556,1,0.5
CUST102557,1,0.12
CUST102558,0,0.2
CUST102559,0,0.12
CUST102560,0,0.2
CUST102561,0,0.3
CUST102562,0,0.2
CUST102563,1,0.42
CUST102564,1,0.3
CUST102565,0,0.12
CUST102566,0,0.45
CUST102567,1,0.42
CUST102568,0,0.2
CUST102569,0,0.27
CUST102570,0,0.2
CUST102571,0,0.32
CUST102572,0,0.2
CUST102573,0,0.32
CUST102574,0,0.5
CUST102575,0,0.27
CUST102576,0,0.3
CUST102577,0,0.32
CUST102578,0,0.2
CUST102579,0,0.52
CUST102580,1,0.45
CUST102581,0,0.12
CUST102582,1,0.12
CUST102583,0,0.3
CUST102584,0,0.39
CUST102585,0,0.2
CUST102586,1,0.12
CUST102587,1,0.45
CUST102588,1,0.6
CUST102589,0,0.12
CUST102590,0,0.33999999999999997
CUST102591,0,0.24
CUST102592,0,0.2
CUST102593,1,0.42
CUST102594,0,0.12
CUST102595,0,0.2
CUST102596,0,0.2
CUST102597,0,0.3
CUST102598,0,0.5
CUST102599,0,0.27
CUST102600,0,0.33999999999999997
CUST102601,1,0.6699999999999999
CUST102602,0,0.3
CUST102603,0,0.24
CUST102604,0,0.3
CUST102605,0,0.5
CUST102606,0,0.2
CUST102607,0,0.2
CUST102608,0,0.32
CUST102609,1,0.37
CUST102610,1,0.22
CUST102611,1,0.2
CUST102612,0,0.12
CUST102613,1,0.2
CUST102614,0,0.12
CUST102615,0,0.3
CUST102616,1,0.42
CUST102617,0,0.2
CUST102618,1,0.32
CUST102619,0,0.2
CUST102620,0,0.2
CUST102621,0,0.12
CUST102622,0,0.2
CUST102623,0,0.2
CUST102624,1,0.2
CUST102625,0,0.47000000000000003
CUST102626,0,0.35000000000000003
CUST102627,0,0.12
CUST102628,1,0.5
CUST102629,0,0.3
CUST102630,1,0.32
CUST102631,0,0.32
CUST102632,1,0.2
CUST102633,0,0.2
CUST102634,1,0.32
CUST102635,0,0.12
CUST102636,0,0.3
CUST102637,1,0.6499999999999999
CUST102638,0,0.45
CUST102639,0,0.24
CUST102640,0,0.35000000000000003
CUST102641,0,0.42
CUST102642,0,0.12
CUST102643,0,0.47000000000000003
CUST102644,0,0.22
CUST102645,0,0.2
CUST102646,0,0.24
CUST102647,0,0.32
CUST102648,0,0.2
CUST102649,1,0.24
CUST102650,0,0.42
CUST102651,0,0.12
CUST102652,1,0.12
CUST102653,0,0.3
CUST102654,0,0.32
CUST102655,0,0.3
CUST102656,0,0.2
CUST102657,1,0.35000000000000003
CUST102658,0,0.12
CUST102659,0,0.12
CUST102660,0,0.12
CUST102661,0,0.27
CUST102662,0,0.2
CUST102663,0,0.2
CUST102664,0,0.5
CUST102665,0,0.35000000000000003
CUST102666,0,0.2
CUST102667,1,0.2
CUST102668,0,0.3
CUST102669,0,0.12
CUST102670,0,0.2
CUST102671,0,0.2
CUST102672,0,0.2
CUST102673,1,0.3
CUST102674,0,0.2
CUST102675,1,0.35000000000000003
CUST102676,0,0.32
CUST102677,0,0.12
CUST102678,1,0.24
CUST102679,0,0.12
CUST102680,0,0.12
CUST102681,1,0.2
CUST102682,0,0.3
CUST102683,0,0.2
CUST102684,0,0.2
CUST102685,1,0.37
CUST102686,0,0.27
CUST102687,0,0.3
CUST102688,0,0.35000000000000003
CUST102689,1,0.22
CUST102690,0,0.22
CUST102691,0,0.12
CUST102692,0,0.32
CUST102693,0,0.39
CUST102694,0,0.27
CUST102695,0,0.12
CUST102696,0,0.22
CUST102697,1,0.5
CUST102698,1,0.2
CUST102699,0,0.12
CUST102700,0,0.12
CUST102701,0,0.47000000000000003
CUST102702,1,0.27
CUST102703,0,0.35000000000000003
CUST102704,0,0.12
CUST102705,0,0.37
CUST102706,1,0.22
CUST102707,1,0.35000000000000003
CUST102708,0,0.12
CUST102709,0,0.27
CUST102710,0,0.2
CUST102711,0,0.22
CUST102712,0,0.24
CUST102713,1,0.32
CUST102714,0,0.24
CUST102715,1,0.5
CUST102716,0,0.2
CUST102717,0,0.39
CUST102718,0,0.12
CUST102719,0,0.2
CUST102720,1,0.12
CUST102721,0,0.3
CUST102722,0,0.35000000000000003
CUST102723,0,0.12
CUST102724,0,0.3
CUST102725,1,0.2
CUST102726,0,0.2
CUST102727,1,0.2
CUST102728,1,0.35000000000000003
CUST102729,0,0.2
CUST102730,0,0.3
CUST102731,1,0.39
CUST102732,0,0.2
CUST102733,0,0.12
CUST102734,0,0.2
CUST102735,0,0.12
CUST102736,0,0.37
CUST102737,0,0.32
CUST102738,0,0.2
CUST102739,0,0.24
CUST102740,0,0.2
CUST102741,0,0.3
CUST102742,0,0.45
CUST102743,1,0.42
CUST102744,0,0.2
CUST102745,0,0.3
CUST102746,0,0.32
CUST102747,0,0.47000000000000003
CUST102748,0,0.2
CUST102749,0,0.32
CUST102750,0,0.45
CUST102751,1,0.12
CUST102752,1,0.35000000000000003
CUST102753,0,0.12
CUST102754,1,0.3
CUST102755,1,0.42
CUST102756,1,0.7499999999999999
CUST102757,0,0.32
CUST102758,0,0.3
CUST102759,0,0.2
CUST102760,0,0.2
CUST102761,1,0.2
CUST102762,0,0.12
CUST102763,0,0.2
CUST102764,0,0.22
CUST102765,0,0.27
CUST102766,0,0.5
CUST102767,0,0.5
CUST102768,0,0.3
CUST102769,0,0.47000000000000003
CUST102770,1,0.6
CUST102771,0,0.24
CUST102772,0,0.7499999999999999
CUST102773,0,0.37
CUST102774,1,0.2
CUST102775,0,0.22
CUST102776,0,0.3
CUST102777,1,0.12
CUST102778,0,0.2
CUST102779,0,0.33999999999999997
CUST102780,0,0.12
CUST102781,1,0.12
CUST102782,0,0.12
CUST102783,0,0.35000000000000003
CUST102784,0,0.2
CUST102785,0,0.2
CUST102786,0,0.39
CUST102787,0,0.35000000000000003
CUST102788,0,0.12
CUST102789,0,0.12
CUST102790,1,0.3
CUST102791,1,0.42
CUST102792,0,0.2
CUST102793,1,0.12
CUST102794,0,0.32
CUST102795,0,0.2
CUST102796,0,0.47000000000000003
CUST102797,0,0.42
CUST102798,1,0.22
CUST102799,1,0.32
CUST102800,0,0.22
CUST102801,0,0.5
CUST102802,0,0.22
CUST102803,0,0.32
CUST102804,0,0.2
CUST102805,0,0.3
CUST102806,0,0.12
CUST102807,0,0.12
CUST102808,0,0.2
CUST102809,0,0.35000000000000003
CUST102810,1,0.35000000000000003
CUST102811,0,0.2
CUST102812,0,0.35000000000000003
CUST102813,1,0.22
CUST102814,0,0.42
CUST102815,0,0.2
CUST102816,1,0.47000000000000003
CUST102817,0,0.45
CUST102818,0,0.22
CUST102819,1,0.32
CUST102820,0,0.2
CUST102821,0,0.3
CUST102822,0,0.3
CUST102823,0,0.24
CUST102824,0,0.42
CUST102825,0,0.2
CUST102826,0,0.2
CUST102827,0,0.12
CUST102828,1,0.32
CUST102829,0,0.12
CUST102830,1,0.24
CUST102831,0,0.12
CUST102832,1,0.47000000000000003
CUST102833,0,0.3
CUST102834,0,0.12
CUST102835,0,0.2
CUST102836,0,0.12
CUST102837,0,0.47000000000000003
CUST102838,0,0.6
CUST102839,0,0.2
CUST102840,0,0.35000000000000003
CUST102841,0,0.2
CUST102842,0,0.12
CUST102843,0,0.22
CUST102844,0,0.12
CUST102845,0,0.47000000000000003
CUST102846,1,0.45
CUST102847,0,0.3
CUST102848,1,0.5
CUST102849,1,0.3
CUST102850,0,0.2
CUST102851,0,0.2
CUST102852,1,0.35000000000000003
CUST102853,1,0.24
CUST102854,0,0.12
CUST102855,0,0.47000000000000003
CUST102856,0,0.42
CUST102857,0,0.12
CUST102858,0,0.2
CUST102859,0,0.2
CUST102860,0,0.2
CUST102861,0,0.12
CUST102862,0,0.32
CUST102863,0,0.2
CUST102864,0,0.2
CUST102865,1,0.47000000000000003
CUST102866,0,0.12
CUST102867,0,0.2
CUST102868,0,0.22
CUST102869,1,0.27
CUST102870,0,0.2
CUST102871,0,0.27
CUST102872,0,0.2
CUST102873,0,0.2
CUST102874,0,0.12
CUST102875,0,0.42
CUST102876,0,0.35000000000000003
CUST102877,0,0.2
CUST102878,0,0.12
CUST102879,0,0.2
CUST102880,0,0.42
CUST102881,0,0.27
CUST102882,0,0.2
CUST102883,0,0.35000000000000003
CUST102884,0,0.5
CUST102885,0,0.33999999999999997
CUST102886,1,0.3
CUST102887,1,0.2
CUST102888,0,0.32
CUST102889,0,0.2
CUST102890,1,0.2
CUST102891,1,0.6699999999999999
CUST102892,1,0.5
CUST102893,0,0.12
CUST102894,0,0.32
CUST102895,0,0.2
CUST102896,1,0.32
CUST102897,0,0.27
CUST102898,0,0.22
CUST102899,0,0.3
CUST102900,0,0.22
CUST102901,0,0.12
CUST102902,1,0.52
CUST102903,0,0.12
CUST102904,1,0.2
CUST102905,1,0.52
CUST102906,0,0.2
CUST102907,0,0.6
CUST102908,0,0.47000000000000003
CUST102909,0,0.35000000000000003
CUST102910,0,0.35000000000000003
CUST102911,1,0.27
CUST102912,0,0.6
CUST102913,1,0.3
CUST102914,0,0.2
CUST102915,0,0.2
CUST102916,0,0.2
CUST102917,0,0.57
CUST102918,0,0.27
CUST102919,1,0.37
CUST102920,1,0.3
CUST102921,1,0.12
CUST102922,1,0.32
CUST102923,0,0.22
CUST102924,0,0.12
CUST102925,0,0.32
CUST102926,1,0.5
CUST102927,0,0.12
CUST102928,1,0.24
CUST102929,0,0.39
CUST102930,1,0.12
CUST102931,0,0.27
CUST102932,0,0.37
CUST102933,1,0.3
CUST102934,0,0.52
CUST102935,0,0.2
CUST102936,1,0.32
CUST102937,0,0.35000000000000003
CUST102938,0,0.12
CUST102939,0,0.2
CUST102940,0,0.24
CUST102941,0,0.47000000000000003
CUST102942,0,0.57
CUST102943,0,0.12
CUST102944,1,0.12
CUST102945,1,0.5
CUST102946,0,0.3
CUST102947,1,0.6
CUST102948,1,0.12
CUST102949,0,0.27
CUST102950,1,0.5
CUST102951,0,0.2
CUST102952,0,0.2
CUST102953,0,0.22
CUST102954,0,0.22
CUST102955,0,0.35000000000000003
CUST102956,0,0.33999999999999997
CUST102957,0,0.2
CUST102958,1,0.2
CUST102959,0,0.2
CUST102960,0,0.24
CUST102961,0,0.2
CUST102962,0,0.12
CUST102963,0,0.2
CUST102964,0,0.12
CUST102965,0,0.3
CUST102966,0,0.42
CUST102967,0,0.24
CUST102968,0,0.24
CUST102969,0,0.27
CUST102970,1,0.35000000000000003
CUST102971,0,0.2
CUST102972,0,0.33999999999999997
CUST102973,1,0.42
CUST102974,0,0.3
CUST102975,0,0.22
CUST102976,0,0.35000000000000003
CUST102977,0,0.57
CUST102978,0,0.2
CUST102979,0,0.2
CUST102980,0,0.2
CUST102981,0,0.3
CUST102982,0,0.35000000000000003
CUST102983,0,0.2
CUST102984,1,0.2
CUST102985,1,0.22
CUST102986,0,0.22
CUST102987,0,0.2
CUST102988,0,0.12
CUST102989,0,0.12
CUST102990,0,0.2
CUST102991,0,0.32
CUST102992,0,0.35000000000000003
CUST102993,0,0.2
CUST102994,0,0.42
CUST102995,0,0.2
CUST102996,1,0.6499999999999999
CUST102997,0,0.3
CUST102998,0,0.27
CUST102999,0,0.2
CUST103000,0,0.2
CUST103001,0,0.3
CUST103002,0,0.3
CUST103003,1,0.57
CUST103004,0,0.22
CUST103005,1,0.35000000000000003
CUST103006,0,0.22
CUST103007,1,0.37
CUST103008,1,0.32
CUST103009,0,0.27
CUST103010,0,0.12
CUST103011,0,0.5
CUST103012,0,0.12
CUST103013,0,0.2
CUST103014,0,0.2
CUST103015,1,0.24
CUST103016,1,0.27
CUST103017,1,0.2
CUST103018,0,0.12
CUST103019,0,0.2
CUST103020,0,0.5
CUST103021,0,0.37
CUST103022,0,0.45
CUST103023,0,0.45
CUST103024,0,0.37
CUST103025,1,0.2
CUST103026,0,0.32
CUST103027,0,0.2
CUST103028,0,0.12
CUST103029,0,0.2
CUST103030,0,0.12
CUST103031,1,0.12
CUST103032,0,0.22
CUST103033,0,0.12
CUST103034,0,0.2
CUST103035,0,0.12
CUST103036,0,0.12
CUST103037,0,0.27
CUST103038,1,0.2
CUST103039,0,0.12
CUST103040,0,0.32
CUST103041,1,0.2
CUST103042,1,0.32
CUST103043,0,0.2
CUST103044,0,0.12
CUST103045,0,0.37
CUST103046,1,0.27
CUST103047,0,0.2
CUST103048,0,0.2
CUST103049,1,0.39
CUST103050,1,0.57
CUST103051,0,0.27
CUST103052,1,0.6
CUST103053,0,0.12
CUST103054,0,0.3
CUST103055,0,0.22
CUST103056,1,0.2
CUST103057,0,0.27
CUST103058,1,0.39
CUST103059,1,0.32
CUST103060,1,0.42
CUST103061,0,0.2
CUST103062,0,0.27
CUST103063,0,0.22
CUST103064,0,0.5
CUST103065,0,0.2
CUST103066,0,0.2
CUST103067,0,0.2
CUST103068,0,0.12
CUST103069,0,0.57
CUST103070,0,0.3
CUST103071,1,0.45
CUST103072,1,0.33999999999999997
CUST103073,0,0.12
CUST103074,0,0.2
CUST103075,0,0.12
CUST103076,0,0.12
CUST103077,0,0.22
CUST103078,0,0.32
CUST103079,0,0.2
CUST103080,0,0.2
CUST103081,0,0.2
CUST103082,1,0.33999999999999997
CUST103083,1,0.24
CUST103084,0,0.32
CUST103085,1,0.2
CUST103086,1,0.3
CUST103087,0,0.5
CUST103088,0,0.2
CUST103089,0,0.12
CUST103090,0,0.27
CUST103091,0,0.2
CUST103092,0,0.3
CUST103093,1,0.42
CUST103094,0,0.39
CUST103095,1,0.24
CUST103096,0,0.2
CUST103097,1,0.37
CUST103098,0,0.12
CUST103099,0,0.27
CUST103100,0,0.33999999999999997
CUST103101,0,0.2
CUST103102,0,0.3
CUST103103,0,0.12
CUST103104,0,0.2
CUST103105,0,0.12
CUST103106,0,0.12
CUST103107,0,0.12
CUST103108,0,0.2
CUST103109,0,0.3
CUST103110,0,0.32
CUST103111,1,0.35000000000000003
CUST103112,1,0.5
CUST103113,0,0.3
CUST103114,0,0.2
CUST103115,0,0.32
CUST103116,1,0.2
CUST103117,1,0.27
CUST103118,0,0.45
CUST103119,0,0.2
CUST103120,0,0.22
CUST103121,1,0.2
CUST103122,0,0.3
CUST103123,0,0.12
CUST103124,1,0.42
CUST103125,1,0.2
CUST103126,0,0.37
CUST103127,0,0.47000000000000003
CUST103128,0,0.32
CUST103129,0,0.3
CUST103130,0,0.2
CUST103131,0,0.12
CUST103132,0,0.2
CUST103133,1,0.3
CUST103134,0,0.2
CUST103135,0,0.2
CUST103136,0,0.32
CUST103137,0,0.22
CUST103138,0,0.2
CUST103139,1,0.52
CUST103140,0,0.12
CUST103141,0,0.45
CUST103142,0,0.2
CUST103143,0,0.45
CUST103144,1,0.3
CUST103145,0,0.57
CUST103146,0,0.27
CUST103147,0,0.35000000000000003
CUST103148,1,0.52
CUST103149,0,0.12
CUST103150,0,0.2
CUST103151,1,0.5
CUST103152,1,0.35000000000000003
CUST103153,0,0.2
CUST103154,1,0.2
CUST103155,0,0.22
CUST103156,1,0.12
CUST103157,0,0.32
CUST103158,0,0.12
CUST103159,0,0.27
CUST103160,1,0.32
CUST103161,1,0.3
CUST103162,0,0.35000000000000003
CUST103163,0,0.39
CUST103164,0,0.27
CUST103165,0,0.12
CUST103166,0,0.12
CUST103167,0,0.24
CUST103168,0,0.3
CUST103169,0,0.12
CUST103170,0,0.12
CUST103171,0,0.24
CUST103172,0,0.32
CUST103173,1,0.42
CUST103174,1,0.32
CUST103175,0,0.12
CUST103176,0,0.12
CUST103177,1,0.2
CUST103178,0,0.2
CUST103179,1,0.2
CUST103180,1,0.12
CUST103181,1,0.42
CUST103182,0,0.52
CUST103183,0,0.3
CUST103184,0,0.12
CUST103185,0,0.2
CUST103186,1,0.12
CUST103187,0,0.3
CUST103188,0,0.12
CUST103189,0,0.5
CUST103190,1,0.22
CUST103191,0,0.35000000000000003
CUST103192,0,0.12
CUST103193,0,0.12
CUST103194,0,0.32
CUST103195,0,0.2
CUST103196,0,0.2
CUST103197,0,0.49
CUST103198,0,0.32
CUST103199,0,0.3
CUST103200,0,0.39
CUST103201,1,0.12
CUST103202,1,0.3
CUST103203,0,0.3
CUST103204,0,0.32
CUST103205,1,0.2
CUST103206,0,0.35000000000000003
CUST103207,0,0.3
CUST103208,0,0.27
CUST103209,0,0.12
CUST103210,1,0.39
CUST103211,1,0.22
CUST103212,1,0.39
CUST103213,0,0.22
CUST103214,0,0.3
CUST103215,0,0.12
CUST103216,0,0.57
CUST103217,0,0.3
CUST103218,1,0.5
CUST103219,0,0.12
CUST103220,0,0.12
CUST103221,0,0.2
CUST103222,0,0.32
CUST103223,1,0.7499999999999999
CUST103224,0,0.2
CUST103225,0,0.12
CUST103226,0,0.42
CUST103227,0,0.33999999999999997
CUST103228,0,0.12
CUST103229,0,0.35000000000000003
CUST103230,0,0.24
CUST103231,0,0.12
CUST103232,0,0.35000000000000003
CUST103233,0,0.33999999999999997
CUST103234,1,0.2
CUST103235,1,0.57
CUST103236,0,0.2
CUST103237,1,0.2
CUST103238,1,0.47000000000000003
CUST103239,0,0.12
CUST103240,0,0.2
CUST103241,0,0.2
CUST103242,0,0.22
CUST103243,0,0.32
CUST103244,0,0.3
CUST103245,1,0.2
CUST103246,0,0.22
CUST103247,0,0.33999999999999997
CUST103248,1,0.3
CUST103249,0,0.12
CUST103250,1,0.32
CUST103251,1,0.2
CUST103252,1,0.2
CUST103253,1,0.5
CUST103254,0,0.12
CUST103255,0,0.12
CUST103256,0,0.39
CUST103257,0,0.32
CUST103258,0,0.32
CUST103259,0,0.2
CUST103260,0,0.22
CUST103261,0,0.35000000000000003
CUST103262,1,0.32
CUST103263,0,0.32
CUST103264,0,0.2
CUST103265,0,0.35000000000000003
CUST103266,0,0.35000000000000003
CUST103267,1,0.42
CUST103268,0,0.33999999999999997
CUST103269,0,0.2
CUST103270,0,0.3
CUST103271,1,0.39
CUST103272,0,0.12
CUST103273,0,0.3
CUST103274,0,0.32
CUST103275,0,0.2
CUST103276,0,0.2
CUST103277,0,0.47000000000000003
CUST103278,1,0.2
CUST103279,1,0.35000000000000003
CUST103280,1,0.6499999999999999
CUST103281,0,0.2
CUST103282,0,0.12
CUST103283,0,0.24
CUST103284,0,0.2
CUST103285,1,0.5
CUST103286,0,0.24
CUST103287,0,0.27
CUST103288,0,0.12
CUST103289,1,0.32
CUST103290,0,0.2
CUST103291,0,0.3
CUST103292,1,0.6499999999999999
CUST103293,0,0.12
CUST103294,0,0.2
CUST103295,1,0.6499999999999999
CUST103296,0,0.12
CUST103297,1,0.2
CUST103298,1,0.57
CUST103299,0,0.2
CUST103300,0,0.45
CUST103301,0,0.12
CUST103302,0,0.12
CUST103303,0,0.2
CUST103304,0,0.2
CUST103305,0,0.27
CUST103306,0,0.35000000000000003
CUST103307,0,0.45
CUST103308,1,0.3
CUST103309,0,0.3
CUST103310,0,0.27
CUST103311,0,0.42
CUST103312,0,0.35000000000000003
