ticket_id,customer_id,ticket_date,issue_type,resolution_status
TKT12561,CUST102914,25-01-2024,App Login Issue,Resolved
TKT12562,CUST102914,16 Oct 2025,Failed Transaction,Resolved
TKT12563,CUST102915,2025-06-03,Account Closure Request,
TKT12564,CUST102915,01-12-2024,Card Block Request,
TKT12565,CUST102916,2024-03-22,KYC Query,Resolved
TKT12566,CUST102918,2025-04-28,Account Closure Request,
TKT12567,CUST102919,03 May 2024,Complaint - Poor Service,Resolved
TKT12568,CUST102920,20 Jun 2025,Account Closure Request,Resolved
TKT12569,CUST102921,27-11-2024,Failed transaction ,Unresolved
TKT12570,CUST102921,15-04-2025,Card Block Request,Pending
TKT12571,CUST102921,31-10-2024,Complaint - Poor Service,Resolved
TKT12572,CUST102922,23 Apr 2024,Account Closure Request,Resolved
TKT12573,CUST102923,12 Jul 2025,Account Closure Request,Unresolved
TKT12574,CUST102925,26-11-2025,Failed transaction ,Resolved
TKT12575,CUST102926,2024-04-07,Complaint - Poor Service,Pending
TKT12576,CUST102926,18-01-2025,Account Closure Request,Unresolved
TKT12577,CUST102927,02-08-2025,app login issue,Resolved
TKT12578,CUST102928,2025-11-09,Account Closure Request,Resolved
TKT12579,CUST102928,08 Feb 2024,Card Block Request,Resolved
TKT12580,CUST102928,2024-05-02,Account Closure Request,Resolved
TKT12581,CUST102929,2025-02-08,Complaint - Hidden Charges,Resolved
TKT12582,CUST102930,2025-04-10,app login issue,Resolved
TKT12583,CUST102930,2025-01-01,Loan Inquiry,Resolved
TKT12584,CUST102930,11-11-2025,Loan Inquiry,Resolved
TKT12585,CUST102931,19 Apr 2024,app login issue,Resolved
TKT12586,CUST102931,2025-03-17,Complaint - Poor Service,Resolved
TKT12587,CUST102932,2025-01-31,KYC Query,Unresolved
TKT12588,CUST102933,15 Jan 2025,Complaint - Hidden Charges,Resolved
TKT12589,CUST102934,2024-08-11,Failed Transaction,Unresolved
TKT12590,CUST102935,15 Oct 2024,Failed transaction ,Pending
TKT12591,CUST102935,27 Dec 2024,Card Block Request,Resolved
TKT12592,CUST102936,24-08-2025,Account Closure Request,Resolved
TKT12593,CUST102936,2025-09-17,Loan Inquiry,Resolved
TKT12594,CUST102936,25 May 2025,Complaint - Poor Service,Resolved
TKT12595,CUST102936,2024-06-01,Loan Inquiry,Pending
TKT12596,CUST102939,12 Jun 2025,app login issue,Unresolved
TKT12597,CUST102939,17-02-2025,Failed Transaction,Resolved
TKT12598,CUST102939,04-05-2025,Account Closure Request,Unresolved
TKT12599,CUST102940,30 Oct 2024,Loan Inquiry,Resolved
TKT12600,CUST102941,19-08-2024,Complaint - Hidden Charges,
TKT12601,CUST102942,03-08-2025,app login issue,Unresolved
TKT12602,CUST102942,2025-05-03,Loan Inquiry,Pending
TKT12603,CUST102943,06-02-2024,Loan Inquiry,Resolved
TKT12604,CUST102944,28 Mar 2024,Complaint - Hidden Charges,Resolved
TKT12605,CUST102944,25-11-2024,Complaint - Poor Service,Resolved
TKT12606,CUST102945,09-06-2025,Complaint - Hidden Charges,Resolved
TKT12607,CUST102945,2024-10-04,Failed Transaction,Resolved
TKT12608,CUST102946,30 Apr 2024,Complaint - Hidden Charges,Resolved
TKT12609,CUST102946,2025-02-04,Account Closure Request,Resolved
TKT12610,CUST102946,16 Jan 2024,KYC Query,Resolved
TKT12611,CUST102948,20-08-2024,App Login Issue,Resolved
TKT12612,CUST102950,2025-03-27,Account Closure Request,Unresolved
TKT12613,CUST102953,08 Sep 2024,Loan Inquiry,Resolved
TKT12614,CUST102954,10 May 2024,Card Block Request,Resolved
TKT12615,CUST102956,07-03-2024,KYC Query,Resolved
TKT12616,CUST102958,2024-04-04,app login issue,Unresolved
TKT12617,CUST102958,06 Dec 2024,Complaint - Poor Service,Resolved
TKT12618,CUST102958,20-04-2025,Complaint - Poor Service,Resolved
TKT12619,CUST102958,20-08-2025,Complaint - Hidden Charges,Resolved
TKT12620,CUST102961,27-09-2025,Complaint - Poor Service,Resolved
TKT12621,CUST102962,30 Mar 2025,Complaint - Hidden Charges,Pending
TKT12622,CUST102962,23-05-2025,App Login Issue,
TKT12623,CUST102966,2025-09-02,Account Closure Request,Pending
TKT12624,CUST102966,27-08-2024,App Login Issue,Resolved
TKT12625,CUST102967,2025-09-24,Account Closure Request,Resolved
TKT12626,CUST102967,05 May 2024,App Login Issue,Resolved
TKT12627,CUST102969,05 Apr 2024,Loan Inquiry,Pending
TKT12628,CUST102969,03-02-2025,Complaint - Poor Service,Pending
TKT12629,CUST102969,03 Aug 2025,Account Closure Request,Resolved
TKT12630,CUST102970,2025-05-08,Account Closure Request,Resolved
TKT12631,CUST102970,05 Nov 2024,KYC Query,Pending
TKT12632,CUST102970,15-04-2024,Account Closure Request,Resolved
TKT12633,CUST102970,20-07-2025,Card Block Request,Resolved
TKT12634,CUST102970,2024-08-11,Card Block Request,Resolved
TKT12635,CUST102972,01-10-2024,Failed Transaction,Pending
TKT12636,CUST102972,18-09-2025,KYC Query,Resolved
TKT12637,CUST102973,23-07-2025,Account Closure Request,Resolved
TKT12638,CUST102973,17-07-2024,Account Closure Request,Resolved
TKT12639,CUST102973,23 May 2024,Loan Inquiry,Resolved
TKT12640,CUST102973,2025-07-27,Account Closure Request,Pending
TKT12641,CUST102975,14-09-2025,Failed Transaction,
TKT12642,CUST102978,14 Sep 2025,Failed Transaction,Unresolved
TKT12643,CUST102979,2024-06-26,KYC Query,Resolved
TKT12644,CUST102980,31 Jan 2024,Card Block Request,Resolved
TKT12645,CUST102980,2024-08-18,Complaint - Hidden Charges,Pending
TKT12646,CUST102980,02 Jun 2024,Complaint - Hidden Charges,Resolved
TKT12647,CUST102981,18-05-2025,KYC Query,Resolved
TKT12648,CUST102981,14-05-2024,Complaint - Poor Service,Pending
TKT12649,CUST102981,20 May 2024,app login issue,Pending
TKT12650,CUST102981,29-02-2024,Failed Transaction,Resolved
TKT12651,CUST102982,27 Jun 2024,Account Closure Request,Resolved
TKT12652,CUST102983,2024-03-25,KYC Query,Unresolved
TKT12653,CUST102984,2024-07-05,Complaint - Poor Service,Resolved
TKT12654,CUST102985,09 Sep 2024,app login issue,Resolved
TKT12655,CUST102986,2025-07-28,Failed Transaction,Resolved
TKT12656,CUST102987,18-07-2025,Failed transaction ,Pending
TKT12657,CUST102988,2024-05-15,Failed Transaction,Resolved
TKT12658,CUST102989,2025-01-10,Failed transaction ,Resolved
TKT12659,CUST102990,2024-07-24,Complaint - Poor Service,Resolved
TKT12660,CUST102991,2025-09-17,Account Closure Request,Unresolved
TKT12661,CUST102994,02 Aug 2025,Failed transaction ,Resolved
TKT12662,CUST102995,2025-05-29,app login issue,Resolved
TKT12663,CUST102995,15 Nov 2025,Card Block Request,Resolved
TKT12664,CUST102997,25-03-2025,Complaint - Hidden Charges,Resolved
TKT12665,CUST102999,2025-02-14,KYC Query,Resolved
TKT12666,CUST103001,05-02-2025,Complaint - Hidden Charges,Resolved
TKT12667,CUST103002,2025-06-22,Failed Transaction,Resolved
TKT12668,CUST103002,13 Nov 2025,Card Block Request,Resolved
TKT12669,CUST103003,2025-11-10,Account Closure Request,
TKT12670,CUST103006,2025-09-21,Complaint - Hidden Charges,Unresolved
TKT12671,CUST103007,07 Dec 2024,Loan Inquiry,Resolved
TKT12672,CUST103007,2024-07-31,Complaint - Poor Service,Resolved
TKT12673,CUST103007,2024-01-01,Failed transaction ,
TKT12674,CUST103007,08-06-2024,App Login Issue,Resolved
TKT12675,CUST103007,03 Oct 2025,Failed Transaction,Unresolved
TKT12676,CUST103007,31-10-2025,Card Block Request,Resolved
TKT12677,CUST103007,22 Jun 2024,Complaint - Hidden Charges,Resolved
TKT12678,CUST103008,07-08-2024,Failed Transaction,Unresolved
TKT12679,CUST103008,2024-01-03,KYC Query,Resolved
TKT12680,CUST103008,2025-01-31,Complaint - Poor Service,Resolved
TKT12681,CUST103009,2024-02-26,Complaint - Poor Service,Pending
TKT12682,CUST103010,2025-10-28,App Login Issue,Resolved
TKT12683,CUST103012,27 Jan 2024,Failed transaction ,Resolved
TKT12684,CUST103015,2024-06-23,Loan Inquiry,Unresolved
TKT12685,CUST103015,01-07-2024,App Login Issue,Pending
TKT12686,CUST103015,09 Apr 2024,Complaint - Hidden Charges,Pending
TKT12687,CUST103015,10 Jan 2025,Complaint - Hidden Charges,
TKT12688,CUST103015,15-10-2025,Loan Inquiry,Resolved
TKT12689,CUST103016,07 Feb 2025,Complaint - Poor Service,Resolved
TKT12690,CUST103017,29 Oct 2024,Loan Inquiry,Resolved
TKT12691,CUST103017,08 May 2024,Complaint - Hidden Charges,Resolved
TKT12692,CUST103017,2024-04-01,Account Closure Request,Resolved
TKT12693,CUST103019,24 Jun 2024,Card Block Request,Resolved
TKT12694,CUST103019,2025-03-08,Complaint - Poor Service,Resolved
TKT12695,CUST103019,2024-11-04,Card Block Request,Resolved
TKT12696,CUST103019,02-09-2025,Failed transaction ,Resolved
TKT12697,CUST103020,09 Apr 2025,app login issue,Unresolved
TKT12698,CUST103021,30 Mar 2025,Complaint - Hidden Charges,Resolved
TKT12699,CUST103022,26 Jan 2025,Failed Transaction,Pending
TKT12700,CUST103024,04-02-2024,app login issue,Resolved
TKT12701,CUST103025,25 Aug 2025,Complaint - Hidden Charges,Unresolved
TKT12702,CUST103026,2024-06-22,Account Closure Request,Resolved
TKT12703,CUST103027,15 Apr 2025,Failed transaction ,Resolved
TKT12704,CUST103029,2024-10-09,app login issue,Resolved
TKT12705,CUST103030,2024-01-07,Loan Inquiry,Resolved
TKT12706,CUST103031,26 Jan 2025,Complaint - Hidden Charges,Resolved
TKT12707,CUST103031,19-04-2024,Account Closure Request,Resolved
TKT12708,CUST103031,2024-11-28,Complaint - Poor Service,Resolved
TKT12709,CUST103031,01 Apr 2024,Complaint - Hidden Charges,Unresolved
TKT12710,CUST103033,26 Dec 2024,app login issue,Unresolved
TKT12711,CUST103034,28 Jul 2025,App Login Issue,Pending
TKT12712,CUST103034,2024-07-17,Account Closure Request,Resolved
TKT12713,CUST103035,2024-09-06,app login issue,Unresolved
TKT12714,CUST103036,2025-09-04,Failed Transaction,Resolved
TKT12715,CUST103038,2024-11-17,Complaint - Poor Service,Pending
TKT12716,CUST103038,2024-12-17,Complaint - Hidden Charges,Resolved
TKT12717,CUST103038,2024-12-17,KYC Query,Resolved
TKT12718,CUST103039,04 Sep 2024,App Login Issue,Resolved
TKT12719,CUST103040,2024-05-02,Account Closure Request,Unresolved
TKT12720,CUST103041,24-06-2025,Complaint - Poor Service,Unresolved
TKT12721,CUST103041,2024-04-10,app login issue,Resolved
TKT12722,CUST103042,2024-12-09,Account Closure Request,Resolved
TKT12723,CUST103042,27-04-2025,Loan Inquiry,Resolved
TKT12724,CUST103043,2025-07-03,Account Closure Request,Resolved
TKT12725,CUST103043,31 Mar 2024,app login issue,Resolved
TKT12726,CUST103045,16-08-2025,Failed transaction ,Resolved
TKT12727,CUST103045,2025-05-18,app login issue,Pending
TKT12728,CUST103048,22-05-2024,Failed transaction ,Resolved
TKT12729,CUST103049,20-03-2025,Account Closure Request,Resolved
TKT12730,CUST103049,21-04-2024,Failed Transaction,Resolved
TKT12731,CUST103049,2025-04-06,KYC Query,
TKT12732,CUST103050,2025-09-05,Account Closure Request,
TKT12733,CUST103050,01 Jun 2025,Loan Inquiry,Unresolved
TKT12734,CUST103051,16-11-2024,Account Closure Request,Unresolved
TKT12735,CUST103052,21-10-2024,Account Closure Request,
TKT12736,CUST103052,14-12-2024,Complaint - Hidden Charges,Resolved
TKT12737,CUST103053,08 Feb 2024,Card Block Request,Resolved
TKT12738,CUST103054,2025-11-03,Account Closure Request,Resolved
TKT12739,CUST103054,12 Feb 2024,Failed Transaction,Resolved
TKT12740,CUST103056,26 Jun 2025,App Login Issue,Resolved
TKT12741,CUST103058,2024-06-06,Failed transaction ,Resolved
TKT12742,CUST103058,26 Jan 2024,Complaint - Poor Service,Resolved
TKT12743,CUST103058,25-10-2025,Loan Inquiry,Resolved
TKT12744,CUST103058,2024-05-18,Failed transaction ,Resolved
TKT12745,CUST103058,2025-09-14,Complaint - Poor Service,Pending
TKT12746,CUST103058,29-07-2025,App Login Issue,Pending
TKT12747,CUST103058,19-08-2024,App Login Issue,Resolved
TKT12748,CUST103058,2024-06-14,Account Closure Request,Resolved
TKT12749,CUST103059,2024-12-29,Complaint - Hidden Charges,
TKT12750,CUST103059,2025-05-07,Account Closure Request,Resolved
TKT12751,CUST103059,29-11-2025,Account Closure Request,Pending
TKT12752,CUST103059,12 Jun 2024,Failed Transaction,Resolved
TKT12753,CUST103060,2024-02-21,Account Closure Request,Unresolved
TKT12754,CUST103060,07 May 2025,Complaint - Hidden Charges,Resolved
TKT12755,CUST103060,12-09-2025,Failed transaction ,Unresolved
TKT12756,CUST103061,2024-07-20,Complaint - Hidden Charges,Resolved
TKT12757,CUST103062,13 Apr 2024,Loan Inquiry,Resolved
TKT12758,CUST103062,2024-04-13,Failed transaction ,Resolved
TKT12759,CUST103062,02-10-2024,Complaint - Poor Service,Resolved
TKT12760,CUST103062,12-10-2025,Complaint - Hidden Charges,Resolved
TKT12761,CUST103070,16 Apr 2025,Complaint - Hidden Charges,Resolved
TKT12762,CUST103071,2025-07-27,Failed transaction ,Resolved
TKT12763,CUST103073,11 Sep 2024,Complaint - Poor Service,Resolved
TKT12764,CUST103076,13-03-2025,Complaint - Hidden Charges,Unresolved
TKT12765,CUST103076,26-06-2024,Account Closure Request,
TKT12766,CUST103078,2024-03-04,Card Block Request,Resolved
TKT12767,CUST103079,18-06-2025,Failed transaction ,Resolved
TKT12768,CUST103080,2024-02-14,KYC Query,Unresolved
TKT12769,CUST103080,2024-07-25,app login issue,Pending
TKT12770,CUST103080,04 Apr 2025,Complaint - Poor Service,Resolved
TKT12771,CUST103081,2025-11-25,App Login Issue,
TKT12772,CUST103081,15-09-2025,KYC Query,Resolved
TKT12773,CUST103082,24-09-2025,Account Closure Request,Pending
TKT12774,CUST103082,16 Sep 2024,Card Block Request,Resolved
TKT12775,CUST103083,08 Oct 2024,Failed Transaction,Resolved
TKT12776,CUST103083,20-08-2025,Card Block Request,Resolved
TKT12777,CUST103083,17-03-2024,Failed Transaction,Pending
TKT12778,CUST103083,22-08-2024,App Login Issue,Resolved
TKT12779,CUST103084,23 Oct 2024,Card Block Request,Resolved
TKT12780,CUST103085,23 Jun 2025,Complaint - Poor Service,Resolved
TKT12781,CUST103085,01 Mar 2025,Account Closure Request,Resolved
TKT12782,CUST103085,09 Mar 2025,App Login Issue,Pending
TKT12783,CUST103085,21 Mar 2024,Failed transaction ,Resolved
TKT12784,CUST103086,2024-12-15,Loan Inquiry,Pending
TKT12785,CUST103086,01-12-2025,Account Closure Request,Resolved
TKT12786,CUST103089,2024-04-09,Loan Inquiry,Resolved
TKT12787,CUST103090,2025-03-01,Complaint - Poor Service,Unresolved
TKT12788,CUST103091,18 Jul 2024,Loan Inquiry,Unresolved
TKT12789,CUST103092,27 Sep 2024,app login issue,Resolved
TKT12790,CUST103093,05 Jan 2025,Failed transaction ,Resolved
TKT12791,CUST103093,23-07-2024,Loan Inquiry,Resolved
TKT12792,CUST103093,01-06-2025,Account Closure Request,Resolved
TKT12793,CUST103097,13-07-2025,Account Closure Request,Resolved
TKT12794,CUST103097,2025-04-15,Account Closure Request,Resolved
TKT12795,CUST103097,21 Nov 2025,Complaint - Poor Service,Resolved
TKT12796,CUST103097,2025-03-03,Account Closure Request,Resolved
TKT12797,CUST103097,03 Jul 2024,Failed transaction ,Resolved
TKT12798,CUST103097,09 May 2024,Loan Inquiry,Resolved
TKT12799,CUST103098,12-04-2025,app login issue,Resolved
TKT12800,CUST103101,23 Jun 2024,Failed Transaction,Resolved
TKT12801,CUST103102,2025-01-18,app login issue,Unresolved
TKT12802,CUST103103,23-04-2024,app login issue,Resolved
TKT12803,CUST103103,02-11-2024,KYC Query,Pending
TKT12804,CUST103103,2024-04-24,Failed transaction ,
TKT12805,CUST103103,2024-01-28,Complaint - Hidden Charges,Resolved
TKT12806,CUST103104,20 Nov 2024,Complaint - Hidden Charges,Resolved
TKT12807,CUST103104,06-08-2024,Failed transaction ,Unresolved
TKT12808,CUST103106,17-03-2024,App Login Issue,Resolved
TKT12809,CUST103107,13 Jun 2025,Failed transaction ,
TKT12810,CUST103107,13 May 2024,App Login Issue,Resolved
TKT12811,CUST103108,28-10-2024,Card Block Request,Resolved
TKT12812,CUST103109,02-12-2024,App Login Issue,Unresolved
TKT12813,CUST103110,09 Oct 2025,app login issue,Unresolved
TKT12814,CUST103111,2024-06-28,Failed Transaction,Resolved
TKT12815,CUST103111,26 Jun 2024,Failed Transaction,Pending
TKT12816,CUST103111,09-07-2025,Complaint - Hidden Charges,
TKT12817,CUST103111,2025-09-25,Complaint - Poor Service,Resolved
TKT12818,CUST103111,26 Mar 2025,Card Block Request,Unresolved
TKT12819,CUST103111,25-08-2024,Loan Inquiry,Resolved
TKT12820,CUST103112,2024-06-24,Loan Inquiry,Unresolved
TKT12821,CUST103112,2024-04-14,KYC Query,Pending
TKT12822,CUST103112,22-02-2024,Failed transaction ,
TKT12823,CUST103114,2025-04-25,Failed transaction ,Resolved
TKT12824,CUST103115,2025-03-07,Loan Inquiry,
TKT12825,CUST103116,2024-06-22,Complaint - Poor Service,Pending
TKT12826,CUST103116,31-12-2024,app login issue,Resolved
TKT12827,CUST103117,13-02-2025,Failed Transaction,Resolved
TKT12828,CUST103117,01 Aug 2025,Complaint - Poor Service,Resolved
TKT12829,CUST103117,21-03-2024,Failed Transaction,Resolved
TKT12830,CUST103117,05 Aug 2024,Complaint - Hidden Charges,Resolved
TKT12831,CUST103117,16 Aug 2024,Failed Transaction,Unresolved
TKT12832,CUST103119,24 Aug 2024,Complaint - Hidden Charges,Resolved
TKT12833,CUST103119,21-08-2025,Failed Transaction,Unresolved
TKT12834,CUST103121,28-04-2024,Account Closure Request,Resolved
TKT12835,CUST103121,11 Oct 2025,Card Block Request,Resolved
TKT12836,CUST103122,06 Jul 2025,Loan Inquiry,Resolved
TKT12837,CUST103123,22 Sep 2024,Failed Transaction,Resolved
TKT12838,CUST103124,2025-04-13,Complaint - Poor Service,Resolved
TKT12839,CUST103125,27 Mar 2025,Account Closure Request,Pending
TKT12840,CUST103130,23 Jun 2024,app login issue,Resolved
TKT12841,CUST103132,20-06-2024,App Login Issue,Unresolved
TKT12842,CUST103133,23 Nov 2025,Complaint - Poor Service,
TKT12843,CUST103133,2025-02-08,Complaint - Hidden Charges,Resolved
TKT12844,CUST103133,21 Jun 2024,Complaint - Poor Service,Resolved
TKT12845,CUST103133,05 Jul 2025,app login issue,Resolved
TKT12846,CUST103135,27-04-2025,KYC Query,Resolved
TKT12847,CUST103136,16 Jul 2024,Complaint - Poor Service,Resolved
TKT12848,CUST103138,21 Dec 2024,Complaint - Hidden Charges,Resolved
TKT12849,CUST103138,15-03-2024,Failed transaction ,
TKT12850,CUST103138,04 Aug 2025,App Login Issue,Unresolved
TKT12851,CUST103138,05-05-2024,App Login Issue,Unresolved
TKT12852,CUST103139,2025-03-11,Complaint - Poor Service,Resolved
TKT12853,CUST103141,18-11-2025,app login issue,Resolved
TKT12854,CUST103142,22-08-2025,Failed Transaction,Unresolved
TKT12855,CUST103142,10-04-2025,Failed transaction ,
TKT12856,CUST103144,06-07-2025,Complaint - Poor Service,Resolved
TKT12857,CUST103144,16-05-2024,Account Closure Request,Resolved
TKT12858,CUST103144,19 Mar 2024,Complaint - Hidden Charges,Pending
TKT12859,CUST103144,2024-10-02,app login issue,Resolved
TKT12860,CUST103147,27-10-2025,app login issue,Resolved
TKT12861,CUST103151,2025-11-27,Loan Inquiry,Pending
TKT12862,CUST103151,2024-12-08,KYC Query,Resolved
TKT12863,CUST103152,30-06-2024,Complaint - Hidden Charges,Resolved
TKT12864,CUST103153,14-05-2024,Failed transaction ,
TKT12865,CUST103154,08 Nov 2025,Complaint - Hidden Charges,Resolved
TKT12866,CUST103156,02 Jul 2024,Complaint - Hidden Charges,Pending
TKT12867,CUST103156,2025-11-15,App Login Issue,Resolved
TKT12868,CUST103157,25-10-2025,Loan Inquiry,Resolved
TKT12869,CUST103158,28 Dec 2024,Complaint - Poor Service,Resolved
TKT12870,CUST103158,2025-07-23,Failed transaction ,Resolved
TKT12871,CUST103160,15 Aug 2024,Account Closure Request,Pending
TKT12872,CUST103160,2025-09-06,Complaint - Poor Service,Resolved
TKT12873,CUST103161,24 Nov 2025,Account Closure Request,Unresolved
TKT12874,CUST103161,10-04-2024,Loan Inquiry,Resolved
TKT12875,CUST103161,02 Jul 2025,Complaint - Hidden Charges,Resolved
TKT12876,CUST103161,2025-09-24,Failed transaction ,Resolved
TKT12877,CUST103163,31 Oct 2025,Card Block Request,Pending
TKT12878,CUST103164,29-03-2024,App Login Issue,Unresolved
TKT12879,CUST103164,2024-11-16,Complaint - Poor Service,Resolved
TKT12880,CUST103166,25-05-2024,Failed Transaction,Resolved
TKT12881,CUST103168,11-10-2025,App Login Issue,Resolved
TKT12882,CUST103168,26 Feb 2025,Loan Inquiry,Resolved
TKT12883,CUST103168 ,05 Dec 2024,app login issue,Resolved
TKT12884,CUST103168,2024-12-21,Card Block Request,Resolved
TKT12885,CUST103170,2024-12-30,Card Block Request,Unresolved
TKT12886,CUST103172,29-06-2025,Loan Inquiry,Pending
TKT12887,CUST103172,12 Jun 2025,Card Block Request,
TKT12888,CUST103173,2025-04-29,Account Closure Request,Resolved
TKT12889,CUST103174,20-11-2025,Loan Inquiry,Resolved
TKT12890,CUST103174,20-08-2025,Complaint - Poor Service,Resolved
TKT12891,CUST103174,20-07-2025,Account Closure Request,Resolved
TKT12892,CUST103176,2025-10-15,app login issue,Resolved
TKT12893,CUST103177,13-08-2024,Account Closure Request,Resolved
TKT12894,CUST103177,30 Jun 2025,app login issue,Resolved
TKT12895,CUST103177,04-06-2025,Complaint - Poor Service,Unresolved
TKT12896,CUST103177,27-09-2025,Loan Inquiry,Resolved
TKT12897,CUST103179,2025-06-30,Failed transaction ,Resolved
TKT12898,CUST103179,21-01-2025,App Login Issue,Resolved
TKT12899,CUST103179,2025-08-11,KYC Query,Resolved
TKT12900,CUST103180,25-04-2025,Account Closure Request,Pending
TKT12901,CUST103180,16 Sep 2025,App Login Issue,Unresolved
TKT12902,CUST103181,2024-05-15,Account Closure Request,Resolved
TKT12903,CUST103182,24 Nov 2024,Failed Transaction,Resolved
TKT12904,CUST103182,2025-08-11,Failed Transaction,Resolved
TKT12905,CUST103184,2025-03-31,KYC Query,Pending
TKT12906,CUST103186,17 May 2025,Complaint - Poor Service,Resolved
TKT12907,CUST103186,28-09-2024,Complaint - Poor Service,Resolved
TKT12908,CUST103186,08 Mar 2024,Failed transaction ,
TKT12909,CUST103186,21-04-2025,App Login Issue,Resolved
TKT12910,CUST103188,19-09-2025,Failed transaction ,Resolved
TKT12911,CUST103190,2024-05-17,Loan Inquiry,Resolved
TKT12912,CUST103190,30 Nov 2024,KYC Query,Resolved
TKT12913,CUST103190,15-06-2025,Complaint - Hidden Charges,Resolved
TKT12914,CUST103190,2024-12-01,Complaint - Hidden Charges,Resolved
TKT12915,CUST103195,03 Nov 2024,Failed Transaction,Unresolved
TKT12916,CUST103196,2025-07-21,Complaint - Hidden Charges,Resolved
TKT12917,CUST103196,21-04-2024,App Login Issue,
TKT12918,CUST103197,02 Aug 2025,Complaint - Poor Service,Resolved
TKT12919,CUST103197,2025-09-06,Complaint - Hidden Charges,Resolved
TKT12920,CUST103199,14-01-2024,Complaint - Poor Service,Resolved
TKT12921,CUST103199,2024-12-20,Account Closure Request,Resolved
TKT12922,CUST103202,09-02-2024,Complaint - Poor Service,Pending
TKT12923,CUST103202,17-05-2024,Account Closure Request,Resolved
TKT12924,CUST103204,25 Jul 2024,Account Closure Request,Pending
TKT12925,CUST103205,04-02-2024,Complaint - Poor Service,Resolved
TKT12926,CUST103205,20 Oct 2024,Account Closure Request,Resolved
TKT12927,CUST103205,11 Aug 2024,Failed Transaction,Resolved
TKT12928,CUST103205,2024-03-21,Complaint - Hidden Charges,Resolved
TKT12929,CUST103205,17 Jan 2025,Failed Transaction,Resolved
TKT12930,CUST103206,06-08-2025,Failed transaction ,Resolved
TKT12931,CUST103207,2025-06-14,Loan Inquiry,Resolved
TKT12932,CUST103208,13 May 2025,Failed transaction ,Resolved
TKT12933,CUST103210,2024-09-01,Card Block Request,Pending
TKT12934,CUST103211,2025-05-09,Failed Transaction,
TKT12935,CUST103211,22 Jun 2025,Account Closure Request,Pending
TKT12936,CUST103211,12 Jun 2025,Failed transaction ,Resolved
TKT12937,CUST103212,27-02-2024,KYC Query,Resolved
TKT12938,CUST103212,2024-01-08,Complaint - Poor Service,Resolved
TKT12939,CUST103213,22 May 2025,Loan Inquiry,Resolved
TKT12940,CUST103213,2024-03-28,Loan Inquiry,Pending
TKT12941,CUST103214,31-07-2025,Complaint - Poor Service,Pending
TKT12942,CUST103214,15 Jan 2024,Complaint - Poor Service,Resolved
TKT12943,CUST103215,24 Nov 2024,Account Closure Request,Resolved
TKT12944,CUST103215,04 Aug 2025,Complaint - Poor Service,Resolved
TKT12945,CUST103216,2025-09-26,Loan Inquiry,Resolved
TKT12946,CUST103217,18-08-2025,Complaint - Hidden Charges,Pending
TKT12947,CUST103218,27-07-2025,Complaint - Hidden Charges,Resolved
TKT12948,CUST103220,04 Jul 2025,App Login Issue,
TKT12949,CUST103220,2025-06-29,Complaint - Hidden Charges,Resolved
TKT12950,CUST103221,13-03-2025,Complaint - Hidden Charges,Pending
TKT12951,CUST103221,19 Feb 2025,Failed transaction ,Unresolved
TKT12952,CUST103223,25-02-2024,Complaint - Poor Service,Resolved
TKT12953,CUST103223,2024-10-11,App Login Issue,Unresolved
TKT12954,CUST103223,28 Dec 2024,Card Block Request,Resolved
TKT12955,CUST103223,2025-01-29,Account Closure Request,Resolved
TKT12956,CUST103223,27-07-2024,Loan Inquiry,Resolved
TKT12957,CUST103223,2025-07-10,Account Closure Request,Resolved
TKT12958,CUST103225,25 Apr 2024,Failed Transaction,Resolved
TKT12959,CUST103227,29 Oct 2025,Complaint - Hidden Charges,
TKT12960,CUST103230,2025-07-03,app login issue,Resolved
TKT12961,CUST103231,28 Sep 2024,Failed transaction ,Resolved
TKT12962,CUST103231,16 Aug 2024,Failed Transaction,Resolved
TKT12963,CUST103233,16-11-2025,KYC Query,Unresolved
TKT12964,CUST103234,2025-03-28,Complaint - Poor Service,Resolved
TKT12965,CUST103234,13-04-2024,Account Closure Request,Resolved
TKT12966,CUST103234,2025-02-19,KYC Query,Unresolved
TKT12967,CUST103234,2025-08-15,Failed Transaction,Resolved
TKT12968,CUST103235,11 Sep 2025,Complaint - Hidden Charges,Resolved
TKT12969,CUST103235,13-09-2025,Failed Transaction,
TKT12970,CUST103235,2024-02-10,Account Closure Request,Resolved
TKT12971,CUST103235,16 Oct 2024,Complaint - Poor Service,Pending
TKT12972,CUST103237,03 Feb 2024,Failed transaction ,Resolved
TKT12973,CUST103237,02-06-2025,Account Closure Request,Unresolved
TKT12974,CUST103237,2025-10-31,Complaint - Poor Service,Resolved
TKT12975,CUST103238,2024-10-21,app login issue,Unresolved
TKT12976,CUST103240,17 Oct 2025,KYC Query,Resolved
TKT12977,CUST103242,2024-06-26,Complaint - Hidden Charges,Pending
TKT12978,CUST103243,27-10-2025,Account Closure Request,Resolved
TKT12979,CUST103243,2024-08-13,KYC Query,Resolved
TKT12980,CUST103245,17-06-2024,Card Block Request,Resolved
TKT12981,CUST103245,27-08-2025,Complaint - Hidden Charges,
TKT12982,CUST103245,21-03-2025,Complaint - Hidden Charges,Resolved
TKT12983,CUST103246,2024-10-08,Complaint - Poor Service,Unresolved
